"S_Participant_ID","S_Age","S_EN_Level","S_EN_Exposure","S_L1","S_L2s","S_Regional_Background","Q_List","Q_Lemma","Q_Lemma_HasRhymes","A_Gender","A_Pl_Form","A_Pl_Suffix","A_Pl_Suffix3"
"50c902fcee68c68125bf75c748e80aa5c999c7dc","35-44","B2","2-5 Stunden pro Woche","Deutsch","Nein","74847 Obrigheim, DE","L2","Pund","R","Neut.","Pünde","e","e"
"72c9004c642f490efa4ffd4f1cad1abd3f676aae","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch (B2); Chinesisch (A2)","27624, Niedersachsen, DE","L2","Pund","R","Masc.","Punde","e","e"
"4bab9c843631964369329f436985e019d7bb9614","45-54","B2","Mehr als 10 Stunden pro Woche","Deutsch","","30419, Hannover, DE","L2","Pund","R","Neut.","Punde","e","e"
"0d45d50567846bb18cdbb587d3a6dbad136ac99c","18-24","B1","2-5 Stunden pro Woche","Deutsch","","99099, Erfurt, GER","L2","Pund","R","Neut.","Punde","e","e"
"85a2797efe6aab16b9f53018fd8f0f6da4d3738c","35-44","C2","Mehr als 10 Stunden pro Woche","Deutsch","Niederländisch (B2), Französisch (B1), Spanisch (B1), Italienisch (B1), Schwedisch (B1), Russisch (B1)","44137, Dortmund, DE","L2","Pund","R","Neut.","Pünde","e","e"
"150c23ea8afd28e53687cdacd2f4dbd715f6c751","25-34","C2","5-10 Stunden pro Woche","Deutsch","","34125","L2","Pund","R","Neut.","Punde","e","e"
"62b105f21a044df143321bf80484975fe0a9f102","65+","B1","2-5 Stunden pro Woche","Deutsch","Französisch A2","50996 Köln DE","L2","Pund","R","Neut.","Punde","e","e"
"621488e9f9f85c2c616daa856b15dfe071f4181e","18-24","B2","Mehr als 10 Stunden pro Woche","deutsch","","61137, Schöneck, DE","L2","Pund","R","Neut.","Pfünde","e","e"
"9922dd76d71d0db71a614d12a5cb4637eb6d0e83","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Italienisch B1, Japanisch A2","4020, Linz, AT","L2","Pund","R","Masc.","Punde","e","e"
"da49ffbc8d4652de5ad9156ed06edac7260647a3","18-24","C1","5-10 Stunden pro Woche","Deutsch","Nein","1100, Wien, AT","L2","Pund","R","Masc.","Punde","e","e"
"201c2220657d13f8c2a0983771dd887dbe9390bb","25-34","C1","5-10 Stunden pro Woche","Deutsch","Französisch A1","40472, Düsseldorf, DE","L2","Pund","R","Neut.","Pünde","e","e"
"44532386d76035790fc476ac44376275138eff14","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch B1, Niederländisch A1","76889, Kapsweyer, DE","L2","Pund","R","Masc.","Punde","e","e"
"b473840125902c8b98806f5ce58f57e96d7a0e14","45-54","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch A2, Portugiesisch A1","64625 Bensheim, DE","L2","Pund","R","Neut.","Punde","e","e"
"3979a8a3537f6d5738871c9e58b6bf9952d2333f","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Türkisch (Muttersprache), Finnisch (B1)","45124, Essen, DE","L2","Pund","R","Fem.","Punde","e","e"
"560375e23c8c18c11c54f128d134b256e32c23f2","25-34","C1","Mehr als 10 Stunden pro Woche","Deutsch","","63674, Altenstadt, DE","L2","Pund","R","Neut.","Pfunde","e","e"
"c51e383a06725d126b7ba17364aabad707c19635","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","","57250, Netphen, DE","L2","Pund","R","Masc.","Pünde","e","e"
"4a877b68a1d068503031bc7c4d471e6e6defea19","55-64","C2","Mehr als 10 Stunden pro Woche","Deutsch","nein","10207, Berlin, DE","L2","Pund","R","Neut.","Punde","e","e"
"74ad7d7b46ec2cdfeaecf61d3d6dbf8c5efab4d0","45-54","C1","5-10 Stunden pro Woche","Deutsch","Italiensch A1","48653, Coesfeld, DEU","L2","Pund","R","Neut.","Pünde","e","e"
"4f32c3b079c0c6cae37aa4f31dc10563f21cbd69","18-24","B2","5-10 Stunden pro Woche","Deutsch","","66111, Saarbrücken, DE","L2","Pund","R","Masc.","Punde","e","e"
"37bbae5c11197d5e859f62101c3352703c51fec9","18-24","C1","5-10 Stunden pro Woche","Deutsch","Französisch A1","79822, Titisee-Neustadt, DE","L2","Pund","R","Neut.","Punde","e","e"
"8040598ad46ed22d10688daa58a2a2f2dcbb256d","55-64","B1","Weniger als eine Stunde pro Woche","deutsch","nein","56333, Winningen","L2","Pund","R","Neut.","die Pünder","er","other"
"e4452547d8edaf7219f276680cfd391f7e47aafc","45-54","C2","Mehr als 10 Stunden pro Woche","Deutsch","Nein.","PLZ 36304","L2","Pund","R","Neut.","Punden","en","en"
"95f83ddd10bdda423599df13849f5030f23770b5","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch A2, Spanisch A2, Russisch A1","72401, DE","L2","Pund","R","Masc.","Punde","e","e"
"09a6f619b6162604af4e1dba5fe352c3bb4544e6","18-24","C1","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch A1","22844, Norderstedt, DEU","L2","Pund","R","Masc.","Punde","e","e"
"cc330571484ad758c17aaea035c12a891b3b9b70","45-54","C1","Mehr als 10 Stunden pro Woche","deutsch","","76185, Karlsruhe, DE","L2","Pund","R","Masc.","Punde","e","e"
"be5aceb2f8edce82e7a015695f2c6b5371920abe","25-34","C2","5-10 Stunden pro Woche","Deutsch","","71332, Waiblingen, DE","L2","Pund","R","Neut.","Punde","e","e"
"524e43353030642068c77ad1d3f72bd791296e1a","18-24","C1","5-10 Stunden pro Woche","Deutsch","","42489, Wülfrath, DE","L2","Pund","R","Neut.","Punde","e","e"
"8b81bf6a52e1a3d0edd5a5e3657488fb306b1a01","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","Rumänisch (B1), Französisch (B1), Italienisch (A2), Latein (B1)","9020, Klagenfurt, AT","L2","Pund","R","Masc.","Pund",NA,NA
"56998f63a0301eace51612af5f14e8a78d712c2c","35-44","Englisch ist eine Muttersprache von mir","Mehr als 10 Stunden pro Woche","Deutsch, Englisch","","10405, Berlin, DE","L2","Raun","R","Neut.","Räune","e","e"
"0c7008abe23dfdfbcb0b78f800a9079f2f731685","25-34","C1","5-10 Stunden pro Woche","Deutsch","Spanisch (A1), Rumänisch (A1)","90530, Wendelstein, GER","L2","Raun","R","Neut.","Raunen","en","en"
"bebb5b40fce960577c295faf17f1620611c6a9a7","35-44","C1","2-5 Stunden pro Woche","Deutsch","Französisch (B1), Spanisch (A2)","69115, Heidelberg, DE","L2","Raun","R","Neut.","Raune","e","e"
"2ba217b56c5c91fb09aec0f8db48e712b927c328","35-44","C2","5-10 Stunden pro Woche","Deutsc","Französisch B1","70437, Stuttgart, DE","L2","Raun","R","Neut.","Raunen","en","en"
"bc0255a8d2673bbab0ac18be1983ceac8af7e47e","25-34","C1","Mehr als 10 Stunden pro Woche","Deutsch, Französisch","Französisch Muttersprache/C2","80333, München,, DE","L2","Raun","R","Masc.","Rauns","s","other"
"17aec3a987470b1797d7b9420eb8b9cbf9325f32","18-24","B2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch A1","41812, Erkelenz, DE","L2","Raun","R","Masc.","Räune","e","e"
"8511cf50fd61ef2f2f88bf10fe4db5d4e457a15f","45-54","Englisch ist eine Muttersprache von mir","Mehr als 10 Stunden pro Woche","(Schweizer-)Deutsch & Englisch","Französisch B1, Italienisch A1","3123 Belp, Schweiz","L2","Raun","R","Fem.","Raunen","en","en"
"725e873e0caac548c4d958e4c430376d8a42cf72","35-44","C2","Mehr als 10 Stunden pro Woche","Deutsch","Italienisch B2, Spanisch A2, Französisch A1","1030, Wien, AT","L2","Raun","R","Neut.","Raune","e","e"
"3656e467ef75ff09f9e1b8eb96df3b57a853e868","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch (A1), Spanisch (A2)","25421, Pinneberg, DE","L2","Raun","R","Fem.","Räune ","e","e"
"887b0086bd4097b99602811af57994c560100104","35-44","C1","5-10 Stunden pro Woche","Deutsch","","60306, Frankfurt am Main, DE","L2","Raun","R","Fem.","Raune","e","e"
"b050b2c818d240f1eb58a2ba12e4f071f010e721","25-34","B2","5-10 Stunden pro Woche","Deutsch","","13051, Berlin, DE","L2","Raun","R","Masc.","Räune","e","e"
"67a9bad9d20fb5af732093667aa7a98b06d5dd30","65+","B2","1-2 Stunden pro Woche","Deutsch","","27570 und 63691","L2","Raun","R","Fem.","Räune","e","e"
"50c902fcee68c68125bf75c748e80aa5c999c7dc","35-44","B2","2-5 Stunden pro Woche","Deutsch","Nein","74847 Obrigheim, DE","L2","Raun","R","Masc.","Räune","e","e"
"72c9004c642f490efa4ffd4f1cad1abd3f676aae","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch (B2); Chinesisch (A2)","27624, Niedersachsen, DE","L2","Raun","R","Neut.","Raune","e","e"
"4bab9c843631964369329f436985e019d7bb9614","45-54","B2","Mehr als 10 Stunden pro Woche","Deutsch","","30419, Hannover, DE","L2","Raun","R","Masc.","Räune","e","e"
"0d45d50567846bb18cdbb587d3a6dbad136ac99c","18-24","B1","2-5 Stunden pro Woche","Deutsch","","99099, Erfurt, GER","L2","Raun","R","Masc.","Räune","e","e"
"85a2797efe6aab16b9f53018fd8f0f6da4d3738c","35-44","C2","Mehr als 10 Stunden pro Woche","Deutsch","Niederländisch (B2), Französisch (B1), Spanisch (B1), Italienisch (B1), Schwedisch (B1), Russisch (B1)","44137, Dortmund, DE","L2","Raun","R","Masc.","Raunen","en","en"
"150c23ea8afd28e53687cdacd2f4dbd715f6c751","25-34","C2","5-10 Stunden pro Woche","Deutsch","","34125","L2","Raun","R","Fem.","Raunen","en","en"
"62b105f21a044df143321bf80484975fe0a9f102","65+","B1","2-5 Stunden pro Woche","Deutsch","Französisch A2","50996 Köln DE","L2","Raun","R","Masc.","Raunen","en","en"
"621488e9f9f85c2c616daa856b15dfe071f4181e","18-24","B2","Mehr als 10 Stunden pro Woche","deutsch","","61137, Schöneck, DE","L2","Raun","R","Neut.","Raunen","en","en"
"9922dd76d71d0db71a614d12a5cb4637eb6d0e83","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Italienisch B1, Japanisch A2","4020, Linz, AT","L2","Raun","R","Masc.","Raunen","en","en"
"da49ffbc8d4652de5ad9156ed06edac7260647a3","18-24","C1","5-10 Stunden pro Woche","Deutsch","Nein","1100, Wien, AT","L2","Raun","R","Neut.","Raunen","en","en"
"201c2220657d13f8c2a0983771dd887dbe9390bb","25-34","C1","5-10 Stunden pro Woche","Deutsch","Französisch A1","40472, Düsseldorf, DE","L2","Raun","R","Neut.","Raunen","en","en"
"44532386d76035790fc476ac44376275138eff14","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch B1, Niederländisch A1","76889, Kapsweyer, DE","L2","Raun","R","Masc.","Räune","e","e"
"b473840125902c8b98806f5ce58f57e96d7a0e14","45-54","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch A2, Portugiesisch A1","64625 Bensheim, DE","L2","Raun","R","Masc.","Räune","e","e"
"3979a8a3537f6d5738871c9e58b6bf9952d2333f","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Türkisch (Muttersprache), Finnisch (B1)","45124, Essen, DE","L2","Raun","R","Masc.","Raune","e","e"
"560375e23c8c18c11c54f128d134b256e32c23f2","25-34","C1","Mehr als 10 Stunden pro Woche","Deutsch","","63674, Altenstadt, DE","L2","Raun","R","Masc.","Raunen","en","en"
"c51e383a06725d126b7ba17364aabad707c19635","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","","57250, Netphen, DE","L2","Raun","R","Masc.","Raune","e","e"
"4a877b68a1d068503031bc7c4d471e6e6defea19","55-64","C2","Mehr als 10 Stunden pro Woche","Deutsch","nein","10207, Berlin, DE","L2","Raun","R","Masc.","Raune","e","e"
"74ad7d7b46ec2cdfeaecf61d3d6dbf8c5efab4d0","45-54","C1","5-10 Stunden pro Woche","Deutsch","Italiensch A1","48653, Coesfeld, DEU","L2","Raun","R","Neut.","Raunen","en","en"
"4f32c3b079c0c6cae37aa4f31dc10563f21cbd69","18-24","B2","5-10 Stunden pro Woche","Deutsch","","66111, Saarbrücken, DE","L2","Raun","R","Masc.","Raunen","en","en"
"37bbae5c11197d5e859f62101c3352703c51fec9","18-24","C1","5-10 Stunden pro Woche","Deutsch","Französisch A1","79822, Titisee-Neustadt, DE","L2","Raun","R","Masc.","Räune","e","e"
"8040598ad46ed22d10688daa58a2a2f2dcbb256d","55-64","B1","Weniger als eine Stunde pro Woche","deutsch","nein","56333, Winningen","L2","Raun","R","Masc.","Raunen","en","en"
"e4452547d8edaf7219f276680cfd391f7e47aafc","45-54","C2","Mehr als 10 Stunden pro Woche","Deutsch","Nein.","PLZ 36304","L2","Raun","R","Neut.","Räune","e","e"
"95f83ddd10bdda423599df13849f5030f23770b5","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch A2, Spanisch A2, Russisch A1","72401, DE","L2","Raun","R","Masc.","Räune","e","e"
"09a6f619b6162604af4e1dba5fe352c3bb4544e6","18-24","C1","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch A1","22844, Norderstedt, DEU","L2","Raun","R","Neut.","Räune","e","e"
"cc330571484ad758c17aaea035c12a891b3b9b70","45-54","C1","Mehr als 10 Stunden pro Woche","deutsch","","76185, Karlsruhe, DE","L2","Raun","R","Masc.","Räune","e","e"
"be5aceb2f8edce82e7a015695f2c6b5371920abe","25-34","C2","5-10 Stunden pro Woche","Deutsch","","71332, Waiblingen, DE","L2","Raun","R","Neut.","Raunen","en","en"
"524e43353030642068c77ad1d3f72bd791296e1a","18-24","C1","5-10 Stunden pro Woche","Deutsch","","42489, Wülfrath, DE","L2","Raun","R","Masc.","Räune","e","e"
"8b81bf6a52e1a3d0edd5a5e3657488fb306b1a01","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","Rumänisch (B1), Französisch (B1), Italienisch (A2), Latein (B1)","9020, Klagenfurt, AT","L2","Raun","R","Masc.","Räune","e","e"
"56998f63a0301eace51612af5f14e8a78d712c2c","35-44","Englisch ist eine Muttersprache von mir","Mehr als 10 Stunden pro Woche","Deutsch, Englisch","","10405, Berlin, DE","L2","Spand","R","Fem.","Spanden","en","en"
"0c7008abe23dfdfbcb0b78f800a9079f2f731685","25-34","C1","5-10 Stunden pro Woche","Deutsch","Spanisch (A1), Rumänisch (A1)","90530, Wendelstein, GER","L2","Spand","R","Masc.","Spände","e","e"
"bebb5b40fce960577c295faf17f1620611c6a9a7","35-44","C1","2-5 Stunden pro Woche","Deutsch","Französisch (B1), Spanisch (A2)","69115, Heidelberg, DE","L2","Spand","R","Neut.","Spände","e","e"
"2ba217b56c5c91fb09aec0f8db48e712b927c328","35-44","C2","5-10 Stunden pro Woche","Deutsc","Französisch B1","70437, Stuttgart, DE","L2","Spand","R","Fem.","Spände","e","e"
"bc0255a8d2673bbab0ac18be1983ceac8af7e47e","25-34","C1","Mehr als 10 Stunden pro Woche","Deutsch, Französisch","Französisch Muttersprache/C2","80333, München,, DE","L2","Spand","R","Masc.","Spande","e","e"
"17aec3a987470b1797d7b9420eb8b9cbf9325f32","18-24","B2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch A1","41812, Erkelenz, DE","L2","Spand","R","Neut.","Spände","e","e"
"8511cf50fd61ef2f2f88bf10fe4db5d4e457a15f","45-54","Englisch ist eine Muttersprache von mir","Mehr als 10 Stunden pro Woche","(Schweizer-)Deutsch & Englisch","Französisch B1, Italienisch A1","3123 Belp, Schweiz","L2","Spand","R","Neut.","Spänder","er","other"
"725e873e0caac548c4d958e4c430376d8a42cf72","35-44","C2","Mehr als 10 Stunden pro Woche","Deutsch","Italienisch B2, Spanisch A2, Französisch A1","1030, Wien, AT","L2","Spand","R","Masc.","Spande","e","e"
"3656e467ef75ff09f9e1b8eb96df3b57a853e868","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch (A1), Spanisch (A2)","25421, Pinneberg, DE","L2","Spand","R","Masc.","Spanden ","en","en"
"887b0086bd4097b99602811af57994c560100104","35-44","C1","5-10 Stunden pro Woche","Deutsch","","60306, Frankfurt am Main, DE","L2","Spand","R","Masc.","Spande","e","e"
"b050b2c818d240f1eb58a2ba12e4f071f010e721","25-34","B2","5-10 Stunden pro Woche","Deutsch","","13051, Berlin, DE","L2","Spand","R","Masc.","Spanden","en","en"
"67a9bad9d20fb5af732093667aa7a98b06d5dd30","65+","B2","1-2 Stunden pro Woche","Deutsch","","27570 und 63691","L2","Spand","R","Neut.","Spänder","er","other"
"50c902fcee68c68125bf75c748e80aa5c999c7dc","35-44","B2","2-5 Stunden pro Woche","Deutsch","Nein","74847 Obrigheim, DE","L2","Spand","R","Neut.","Spänder","er","other"
"72c9004c642f490efa4ffd4f1cad1abd3f676aae","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch (B2); Chinesisch (A2)","27624, Niedersachsen, DE","L2","Spand","R","Masc.","Spände","e","e"
"4bab9c843631964369329f436985e019d7bb9614","45-54","B2","Mehr als 10 Stunden pro Woche","Deutsch","","30419, Hannover, DE","L2","Spand","R","Masc.","Spände","e","e"
"0d45d50567846bb18cdbb587d3a6dbad136ac99c","18-24","B1","2-5 Stunden pro Woche","Deutsch","","99099, Erfurt, GER","L2","Spand","R","Neut.","Spände","e","e"
"85a2797efe6aab16b9f53018fd8f0f6da4d3738c","35-44","C2","Mehr als 10 Stunden pro Woche","Deutsch","Niederländisch (B2), Französisch (B1), Spanisch (B1), Italienisch (B1), Schwedisch (B1), Russisch (B1)","44137, Dortmund, DE","L2","Spand","R","Fem.","Spanden","en","en"
"150c23ea8afd28e53687cdacd2f4dbd715f6c751","25-34","C2","5-10 Stunden pro Woche","Deutsch","","34125","L2","Spand","R","Neut.","Spande","e","e"
"62b105f21a044df143321bf80484975fe0a9f102","65+","B1","2-5 Stunden pro Woche","Deutsch","Französisch A2","50996 Köln DE","L2","Spand","R","Masc.","Spanden","en","en"
"621488e9f9f85c2c616daa856b15dfe071f4181e","18-24","B2","Mehr als 10 Stunden pro Woche","deutsch","","61137, Schöneck, DE","L2","Spand","R","Masc.","Spände","e","e"
"9922dd76d71d0db71a614d12a5cb4637eb6d0e83","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Italienisch B1, Japanisch A2","4020, Linz, AT","L2","Spand","R","Masc.","Spanden","en","en"
"da49ffbc8d4652de5ad9156ed06edac7260647a3","18-24","C1","5-10 Stunden pro Woche","Deutsch","Nein","1100, Wien, AT","L2","Spand","R","Masc.","Spände","e","e"
"201c2220657d13f8c2a0983771dd887dbe9390bb","25-34","C1","5-10 Stunden pro Woche","Deutsch","Französisch A1","40472, Düsseldorf, DE","L2","Spand","R","Masc.","Spanden","en","en"
"44532386d76035790fc476ac44376275138eff14","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch B1, Niederländisch A1","76889, Kapsweyer, DE","L2","Spand","R","Masc.","Spanden","en","en"
"b473840125902c8b98806f5ce58f57e96d7a0e14","45-54","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch A2, Portugiesisch A1","64625 Bensheim, DE","L2","Spand","R","Masc.","Spande","e","e"
"3979a8a3537f6d5738871c9e58b6bf9952d2333f","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Türkisch (Muttersprache), Finnisch (B1)","45124, Essen, DE","L2","Spand","R","Masc.","Spande","e","e"
"560375e23c8c18c11c54f128d134b256e32c23f2","25-34","C1","Mehr als 10 Stunden pro Woche","Deutsch","","63674, Altenstadt, DE","L2","Spand","R","Masc.","Spanden","en","en"
"c51e383a06725d126b7ba17364aabad707c19635","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","","57250, Netphen, DE","L2","Spand","R","Masc.","Spände","e","e"
"4a877b68a1d068503031bc7c4d471e6e6defea19","55-64","C2","Mehr als 10 Stunden pro Woche","Deutsch","nein","10207, Berlin, DE","L2","Spand","R","Neut.","Spande","e","e"
"74ad7d7b46ec2cdfeaecf61d3d6dbf8c5efab4d0","45-54","C1","5-10 Stunden pro Woche","Deutsch","Italiensch A1","48653, Coesfeld, DEU","L2","Spand","R","Fem.","Spands","s","other"
"4f32c3b079c0c6cae37aa4f31dc10563f21cbd69","18-24","B2","5-10 Stunden pro Woche","Deutsch","","66111, Saarbrücken, DE","L2","Spand","R","Masc.","Spanden","en","en"
"37bbae5c11197d5e859f62101c3352703c51fec9","18-24","C1","5-10 Stunden pro Woche","Deutsch","Französisch A1","79822, Titisee-Neustadt, DE","L2","Spand","R","Neut.","Spände","e","e"
"8040598ad46ed22d10688daa58a2a2f2dcbb256d","55-64","B1","Weniger als eine Stunde pro Woche","deutsch","nein","56333, Winningen","L2","Spand","R","Masc.","Spände","e","e"
"e4452547d8edaf7219f276680cfd391f7e47aafc","45-54","C2","Mehr als 10 Stunden pro Woche","Deutsch","Nein.","PLZ 36304","L2","Spand","R","Masc.","Spanden","en","en"
"95f83ddd10bdda423599df13849f5030f23770b5","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch A2, Spanisch A2, Russisch A1","72401, DE","L2","Spand","R","Masc.","Spände","e","e"
"09a6f619b6162604af4e1dba5fe352c3bb4544e6","18-24","C1","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch A1","22844, Norderstedt, DEU","L2","Spand","R","Neut.","Spande","e","e"
"cc330571484ad758c17aaea035c12a891b3b9b70","45-54","C1","Mehr als 10 Stunden pro Woche","deutsch","","76185, Karlsruhe, DE","L2","Spand","R","Fem.","Spände","e","e"
"be5aceb2f8edce82e7a015695f2c6b5371920abe","25-34","C2","5-10 Stunden pro Woche","Deutsch","","71332, Waiblingen, DE","L2","Spand","R","Masc.","Spanden","en","en"
"524e43353030642068c77ad1d3f72bd791296e1a","18-24","C1","5-10 Stunden pro Woche","Deutsch","","42489, Wülfrath, DE","L2","Spand","R","Masc.","Spande","e","e"
"8b81bf6a52e1a3d0edd5a5e3657488fb306b1a01","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","Rumänisch (B1), Französisch (B1), Italienisch (A2), Latein (B1)","9020, Klagenfurt, AT","L2","Spand","R","Masc.","Spande","e","e"
"56998f63a0301eace51612af5f14e8a78d712c2c","35-44","Englisch ist eine Muttersprache von mir","Mehr als 10 Stunden pro Woche","Deutsch, Englisch","","10405, Berlin, DE","L2","Spert","R","Masc.","Sperter","er","other"
"0c7008abe23dfdfbcb0b78f800a9079f2f731685","25-34","C1","5-10 Stunden pro Woche","Deutsch","Spanisch (A1), Rumänisch (A1)","90530, Wendelstein, GER","L2","Spert","R","Neut.","Sperte","e","e"
"bebb5b40fce960577c295faf17f1620611c6a9a7","35-44","C1","2-5 Stunden pro Woche","Deutsch","Französisch (B1), Spanisch (A2)","69115, Heidelberg, DE","L2","Spert","R","Masc.","Sperte","e","e"
"2ba217b56c5c91fb09aec0f8db48e712b927c328","35-44","C2","5-10 Stunden pro Woche","Deutsc","Französisch B1","70437, Stuttgart, DE","L2","Spert","R","Masc.","Sperte","e","e"
"bc0255a8d2673bbab0ac18be1983ceac8af7e47e","25-34","C1","Mehr als 10 Stunden pro Woche","Deutsch, Französisch","Französisch Muttersprache/C2","80333, München,, DE","L2","Spert","R","Masc.","Sperte","e","e"
"17aec3a987470b1797d7b9420eb8b9cbf9325f32","18-24","B2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch A1","41812, Erkelenz, DE","L2","Spert","R","Masc.","Sperte","e","e"
"8511cf50fd61ef2f2f88bf10fe4db5d4e457a15f","45-54","Englisch ist eine Muttersprache von mir","Mehr als 10 Stunden pro Woche","(Schweizer-)Deutsch & Englisch","Französisch B1, Italienisch A1","3123 Belp, Schweiz","L2","Spert","R","Fem.","Sperten","en","en"
"725e873e0caac548c4d958e4c430376d8a42cf72","35-44","C2","Mehr als 10 Stunden pro Woche","Deutsch","Italienisch B2, Spanisch A2, Französisch A1","1030, Wien, AT","L2","Spert","R","Masc.","Sperte","e","e"
"3656e467ef75ff09f9e1b8eb96df3b57a853e868","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch (A1), Spanisch (A2)","25421, Pinneberg, DE","L2","Spert","R","Neut.","Sperte ","e","e"
"887b0086bd4097b99602811af57994c560100104","35-44","C1","5-10 Stunden pro Woche","Deutsch","","60306, Frankfurt am Main, DE","L2","Spert","R","Neut.","Sperte","e","e"
"b050b2c818d240f1eb58a2ba12e4f071f010e721","25-34","B2","5-10 Stunden pro Woche","Deutsch","","13051, Berlin, DE","L2","Spert","R","Neut.","Sperter","er","other"
"67a9bad9d20fb5af732093667aa7a98b06d5dd30","65+","B2","1-2 Stunden pro Woche","Deutsch","","27570 und 63691","L2","Spert","R","Neut.","Sperte","e","e"
"50c902fcee68c68125bf75c748e80aa5c999c7dc","35-44","B2","2-5 Stunden pro Woche","Deutsch","Nein","74847 Obrigheim, DE","L2","Spert","R","Neut.","Sperter","er","other"
"72c9004c642f490efa4ffd4f1cad1abd3f676aae","18-24","C2","Mehr als 10 Stunden pro Woche","Deutsch","Spanisch (B2); Chinesisch (A2)","27624, Niedersachsen, DE","L2","Spert","R","Masc.","Sperte","e","e"
"4bab9c843631964369329f436985e019d7bb9614","45-54","B2","Mehr als 10 Stunden pro Woche","Deutsch","","30419, Hannover, DE","L2","Spert","R","Masc.","Sperte","e","e"
"0d45d50567846bb18cdbb587d3a6dbad136ac99c","18-24","B1","2-5 Stunden pro Woche","Deutsch","","99099, Erfurt, GER","L2","Spert","R","Neut.","Sperten","en","en"
"85a2797efe6aab16b9f53018fd8f0f6da4d3738c","35-44","C2","Mehr als 10 Stunden pro Woche","Deutsch","Niederländisch (B2), Französisch (B1), Spanisch (B1), Italienisch (B1), Schwedisch (B1), Russisch (B1)","44137, Dortmund, DE","L2","Spert","R","Masc.","Sperte","e","e"
"150c23ea8afd28e53687cdacd2f4dbd715f6c751","25-34","C2","5-10 Stunden pro Woche","Deutsch","","34125","L2","Spert","R","Masc.","Sperten","en","en"
"62b105f21a044df143321bf80484975fe0a9f102","65+","B1","2-5 Stunden pro Woche","Deutsch","Französisch A2","50996 Köln DE","L2","Spert","R","Masc.","Sperte","e","e"
"621488e9f9f85c2c616daa856b15dfe071f4181e","18-24","B2","Mehr als 10 Stunden pro Woche","deutsch","","61137, Schöneck, DE","L2","Spert","R","Neut.","Sperter","er","other"
"9922dd76d71d0db71a614d12a5cb4637eb6d0e83","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Italienisch B1, Japanisch A2","4020, Linz, AT","L2","Spert","R","Neut.","Sperte","e","e"
"da49ffbc8d4652de5ad9156ed06edac7260647a3","18-24","C1","5-10 Stunden pro Woche","Deutsch","Nein","1100, Wien, AT","L2","Spert","R","Masc.","Sperten","en","en"
"201c2220657d13f8c2a0983771dd887dbe9390bb","25-34","C1","5-10 Stunden pro Woche","Deutsch","Französisch A1","40472, Düsseldorf, DE","L2","Spert","R","Masc.","Sperten","en","en"
"44532386d76035790fc476ac44376275138eff14","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch B1, Niederländisch A1","76889, Kapsweyer, DE","L2","Spert","R","Masc.","Sperten","en","en"
"b473840125902c8b98806f5ce58f57e96d7a0e14","45-54","C2","Mehr als 10 Stunden pro Woche","Deutsch","Französisch A2, Portugiesisch A1","64625 Bensheim, DE","L2","Spert","R","Masc.","Sperten","en","en"
"3979a8a3537f6d5738871c9e58b6bf9952d2333f","25-34","C2","Mehr als 10 Stunden pro Woche","Deutsch","Türkisch (Muttersprache), Finnisch (B1)","45124, Essen, DE","L2","Spert","R","Neut.","Sperte","e","e"
